Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
_5SP404020,S&P 500 Real Estate Investment Trusts (REITs) Index 601010,Sector Indices - Real Estate,United States Dollar,United States,,,,,,,Index Number ,Units,Stock,none,Daily From Oct 2001 To Nov 2018<BR>,"Real estate investment trusts (REITs).  Includes Property Trusts. Standard and Poor's currently provides over 100 sector indices.  The description of the Standard and Poor's indices will be divided into those that are current, and those that have been discontinued.   <BR> For the most part, data are weekly for all of the indices; however, some of the indices begin with monthly data for one of three reasons:  1) only monthly data were calculated initially, 2) when a new index was introduced, S&P calculated the new index backward over a long period of time, but did not publish all of the historical indices on a weekly basis, or 3) the Cowles Commission in extending the indices before 1918 only made monthly calculations.  Wherever possible, we have tried to obtain the weekly data.  All data have been adjusted to fit the current base.  In some cases, more than one index for a sector exists because recalculation of the index due to changes in its components made the new version of the sector index incompatible with the old index.  Where the indices have changed their name, the old name is put in parenthesis. <BR> The Standard and Poor's sector indices underwent an important revision on July 1, 1996.  About 20 sector indices were discontinued, and another 20 were introduced to replace them. The new indices' base is December 31, 1995 = 100.  Data were calculated daily beginning in July 1996, and were calculated backward on a weekly basis.  <BR> S&P's indices were divided into 11 economic sectors and 118 industry groups and include all stocks in the S&P 1500 Supercomposite (the old sector indices had only included the stocks in the S&P 500).  Separate indices are now calculated for shares in each sector from the S&P 500, S&P 400, S&P 600 and S&P 1500 in order that the performance of large- and small-cap stocks can be compared within each sector as well as the market as a whole. Local telephone companies were transferred from the utility category to the industrials category.     <BR> On August 2, 1999, Standard and Poors and Morgan Stanley Capital International introduced the Global Industry Classification System.  The GICS consists of 10 economic sectors, 23 industry groups, 59 industries and 123 sub-industries.  The goal was to provide a global classification system that could be applied to any country.  <BR> The GICS provides numerical codes that cover each economic sector, industry group, industry and sub-industry.  The economic sector codes go from 10 to 55, and the other codes from 10 to 90.  For example, the code 20104020 is for the Heavy Electrical Equipment sub-industry.  20 stands for Industrials, 2010 for Capital Goods, 201040 for Electrical Equipment, and the 20104020 for Heavy Electrical Equipment.  There are some redundancies in the codes. For example, 4010, 401010 and 40101010 all stand for Banks.  We provide the codes below, but eliminate the zeroes in the industry codes since these are redundant.  Hence, we use 20142 for Heavy Electrical Equipment instead of 20104020. <BR> In introducing the new indices, S&P calculated the series back to December 30, 1994 on a daily basis and used this as the base for all of the series.  Some series that started in the mid-1990s have a base of June 28, 1996 = 100, and series from 1998 on use the first date as the base date.  Where possible, we have used the old sector indices to provide historical data for each of the series.  We provide information on which series was used to provide the historical data. If no series information is provided, we used a similarly named series.  For example, Gold (_GSPGOLD) used _SPGOLDD for the data before 1995. <BR> Originally, all sector indices were based upon the S&P 500.  In the 1990s, S&P introduced sector indices based upon the S&P 400 Midcap.  With the introduction of the GICS Indices, S&P now provides eight sets of indices: both price and total return indices for the S&P 500, S&P 400 Midcap, S&P 600 Small Cap and S&P 1500 Supercomposite, creating over 1500 indices.  Since the old sector indices were drawn from the S&P 500 price indices, we use the S&P 500 GICS Price Indices below.  <BR> The primary sources for these data are Standard Statistics Corp., Base Book, New York: Standard Statistics Corp., 1931, Standard and Poor's Security Price Index, New York: Standard and Poor's (1940, 1941, 1948, 1955, 1957, 1962, and biannually since then), Standard and Poor's, Outlook, New York: Standard and Poor's (published weekly) and Standard and Poor's, Statistical Service, New York: S&P.  The data from 1871 to 1917 are taken from Cowles Commission for Research in Economics, Common-Stock Indexes, 2nd ed., Bloomington: Principia Press, 1939. Historical data on individual stocks can be found in Standard and Poor's Daily Stock Price Record, and information on securities that no longer exist can be found in the Directory of Obsolete Securities.",
Date,Ticker,Close
10/09/2001,_5SP404020,100
10/10/2001,_5SP404020,99.187
10/11/2001,_5SP404020,99.74
10/12/2001,_5SP404020,99.48
10/15/2001,_5SP404020,100
10/16/2001,_5SP404020,98.374
10/17/2001,_5SP404020,97.236
10/18/2001,_5SP404020,96.78
10/19/2001,_5SP404020,94.276
10/22/2001,_5SP404020,91.837
10/23/2001,_5SP404020,91.35
10/24/2001,_5SP404020,88.228
10/25/2001,_5SP404020,89.041
10/26/2001,_5SP404020,88.585
10/29/2001,_5SP404020,90.569
10/30/2001,_5SP404020,91.902
10/31/2001,_5SP404020,92.683
11/01/2001,_5SP404020,94.146
11/02/2001,_5SP404020,91.675
11/05/2001,_5SP404020,92.715
11/06/2001,_5SP404020,94.959
11/07/2001,_5SP404020,94.569
11/08/2001,_5SP404020,94.309
11/09/2001,_5SP404020,93.073
11/12/2001,_5SP404020,94.049
11/13/2001,_5SP404020,95.317
11/14/2001,_5SP404020,95.805
11/15/2001,_5SP404020,97.528
11/16/2001,_5SP404020,96.26
11/19/2001,_5SP404020,96.748
11/20/2001,_5SP404020,95.122
11/21/2001,_5SP404020,95.935
11/23/2001,_5SP404020,96.683
11/26/2001,_5SP404020,96.553
11/27/2001,_5SP404020,95.805
11/28/2001,_5SP404020,95.35
11/29/2001,_5SP404020,96.585
11/30/2001,_5SP404020,96.911
12/03/2001,_5SP404020,95.598
12/04/2001,_5SP404020,97.138
12/05/2001,_5SP404020,97.084
12/06/2001,_5SP404020,97.568
12/07/2001,_5SP404020,97.83
12/10/2001,_5SP404020,96.91
12/11/2001,_5SP404020,97.58
12/12/2001,_5SP404020,95.55
12/13/2001,_5SP404020,94.32
12/14/2001,_5SP404020,95.38
12/17/2001,_5SP404020,96.39
12/18/2001,_5SP404020,96.2
12/19/2001,_5SP404020,95.35
12/20/2001,_5SP404020,95.29
12/21/2001,_5SP404020,95.62
12/24/2001,_5SP404020,96.42
12/26/2001,_5SP404020,97.03
12/27/2001,_5SP404020,96.49
12/28/2001,_5SP404020,97.37
12/31/2001,_5SP404020,97.15
01/02/2002,_5SP404020,97.43
01/03/2002,_5SP404020,98.16
01/04/2002,_5SP404020,97.58
01/07/2002,_5SP404020,97.37
01/08/2002,_5SP404020,96.92
01/09/2002,_5SP404020,96.67
01/10/2002,_5SP404020,96.37
01/11/2002,_5SP404020,96.44
01/14/2002,_5SP404020,97.01
01/15/2002,_5SP404020,96.67
01/16/2002,_5SP404020,96.02
01/17/2002,_5SP404020,95.376
01/18/2002,_5SP404020,94.9
01/22/2002,_5SP404020,95.18
01/23/2002,_5SP404020,95.22
01/24/2002,_5SP404020,94.26
01/25/2002,_5SP404020,93.98
01/28/2002,_5SP404020,93.85
01/29/2002,_5SP404020,92.73
01/30/2002,_5SP404020,93.17
01/31/2002,_5SP404020,92.77
02/01/2002,_5SP404020,92.77
02/04/2002,_5SP404020,93.18
02/05/2002,_5SP404020,92.1
02/06/2002,_5SP404020,91.35
02/07/2002,_5SP404020,91.11
02/08/2002,_5SP404020,91.7
02/11/2002,_5SP404020,92.48
02/12/2002,_5SP404020,91.61
02/13/2002,_5SP404020,91.99
02/14/2002,_5SP404020,92.47
02/15/2002,_5SP404020,93.33
02/19/2002,_5SP404020,91.68
02/20/2002,_5SP404020,92.9
02/21/2002,_5SP404020,91.99
02/22/2002,_5SP404020,93.46
02/25/2002,_5SP404020,93.86
02/26/2002,_5SP404020,93.48
02/27/2002,_5SP404020,93.65
02/28/2002,_5SP404020,93.31
03/01/2002,_5SP404020,94.14
03/04/2002,_5SP404020,95.25
03/05/2002,_5SP404020,96.57
03/06/2002,_5SP404020,97.08
03/07/2002,_5SP404020,97
03/08/2002,_5SP404020,96.81
03/11/2002,_5SP404020,96.12
03/12/2002,_5SP404020,96.39
03/13/2002,_5SP404020,95.81
03/14/2002,_5SP404020,97.04
03/15/2002,_5SP404020,97.09
03/18/2002,_5SP404020,96.47
03/19/2002,_5SP404020,96.71
03/20/2002,_5SP404020,96.46
03/21/2002,_5SP404020,97.08
03/22/2002,_5SP404020,96.95
03/25/2002,_5SP404020,96.66
03/26/2002,_5SP404020,96.6
03/27/2002,_5SP404020,96.84
03/28/2002,_5SP404020,96.29
04/01/2002,_5SP404020,96.82
04/02/2002,_5SP404020,97.27
04/03/2002,_5SP404020,96.95
04/04/2002,_5SP404020,97.42
04/05/2002,_5SP404020,98.14
04/08/2002,_5SP404020,99.07
04/09/2002,_5SP404020,99.26
04/10/2002,_5SP404020,100.32
04/11/2002,_5SP404020,99.62
04/12/2002,_5SP404020,100.82
04/15/2002,_5SP404020,99.75
04/16/2002,_5SP404020,98.56
04/17/2002,_5SP404020,97.48
04/18/2002,_5SP404020,97.73
04/19/2002,_5SP404020,96.43
04/22/2002,_5SP404020,94.64
04/23/2002,_5SP404020,93.77
04/24/2002,_5SP404020,94.03
04/25/2002,_5SP404020,93.87
04/26/2002,_5SP404020,93.63
04/29/2002,_5SP404020,93.46
04/30/2002,_5SP404020,94.13
05/01/2002,_5SP404020,95.32
05/02/2002,_5SP404020,96.44
05/03/2002,_5SP404020,95.97
05/06/2002,_5SP404020,95.08
05/07/2002,_5SP404020,95.01
05/08/2002,_5SP404020,95.16
05/09/2002,_5SP404020,94
05/10/2002,_5SP404020,93.99
05/13/2002,_5SP404020,94.42
05/14/2002,_5SP404020,95.71
05/15/2002,_5SP404020,96.27
05/16/2002,_5SP404020,96.05
05/17/2002,_5SP404020,96.44
05/20/2002,_5SP404020,96.34
05/21/2002,_5SP404020,95.59
05/22/2002,_5SP404020,95.49
05/23/2002,_5SP404020,96.79
05/24/2002,_5SP404020,97.18
05/28/2002,_5SP404020,97.68
05/29/2002,_5SP404020,97.65
05/30/2002,_5SP404020,97.13
05/31/2002,_5SP404020,97.18
06/03/2002,_5SP404020,96.72
06/04/2002,_5SP404020,97.27
06/05/2002,_5SP404020,96.57
06/06/2002,_5SP404020,96.12
06/07/2002,_5SP404020,95.71
06/10/2002,_5SP404020,96.8
06/11/2002,_5SP404020,96.88
06/12/2002,_5SP404020,96.99
06/13/2002,_5SP404020,97.29
06/14/2002,_5SP404020,96.93
06/17/2002,_5SP404020,97.77
06/18/2002,_5SP404020,96.38
06/19/2002,_5SP404020,96.23
06/20/2002,_5SP404020,96.6
06/21/2002,_5SP404020,96.63
06/24/2002,_5SP404020,96.46
06/25/2002,_5SP404020,97.26
06/26/2002,_5SP404020,95.96
06/27/2002,_5SP404020,96.5
06/28/2002,_5SP404020,97.62
07/01/2002,_5SP404020,96.12
07/02/2002,_5SP404020,94.91
07/03/2002,_5SP404020,94.08
07/05/2002,_5SP404020,94.85
07/08/2002,_5SP404020,93.82
07/09/2002,_5SP404020,92.91
07/10/2002,_5SP404020,90.96
07/11/2002,_5SP404020,89.47
07/12/2002,_5SP404020,88.84
07/15/2002,_5SP404020,87.78
07/16/2002,_5SP404020,88.14
07/17/2002,_5SP404020,86.91
07/18/2002,_5SP404020,84.93
07/19/2002,_5SP404020,82.34
07/22/2002,_5SP404020,81.32
07/23/2002,_5SP404020,79.44
07/24/2002,_5SP404020,80.31
07/25/2002,_5SP404020,81.36
07/26/2002,_5SP404020,84.39
07/29/2002,_5SP404020,89.18
07/30/2002,_5SP404020,89.68
07/31/2002,_5SP404020,89.71
08/01/2002,_5SP404020,88.3
08/02/2002,_5SP404020,87.39
08/05/2002,_5SP404020,85.81
08/06/2002,_5SP404020,85.98
08/07/2002,_5SP404020,87.57
08/08/2002,_5SP404020,88
08/09/2002,_5SP404020,86.39
08/12/2002,_5SP404020,86.72
08/13/2002,_5SP404020,85.48
08/14/2002,_5SP404020,86.5
08/15/2002,_5SP404020,87.22
08/16/2002,_5SP404020,88.2
08/19/2002,_5SP404020,88.12
08/20/2002,_5SP404020,88.15
08/21/2002,_5SP404020,88.61
08/22/2002,_5SP404020,88.71
08/23/2002,_5SP404020,88.93
08/26/2002,_5SP404020,89.81
08/27/2002,_5SP404020,90.19
08/28/2002,_5SP404020,91.14
08/29/2002,_5SP404020,90.31
08/30/2002,_5SP404020,90.79
09/03/2002,_5SP404020,89.2
09/04/2002,_5SP404020,89.57
09/05/2002,_5SP404020,89.37
09/06/2002,_5SP404020,89.47
09/09/2002,_5SP404020,89.47
09/10/2002,_5SP404020,89.35
09/11/2002,_5SP404020,89.13
09/12/2002,_5SP404020,88.39
09/13/2002,_5SP404020,89.12
09/16/2002,_5SP404020,88.71
09/17/2002,_5SP404020,88.13
09/18/2002,_5SP404020,86.91
09/19/2002,_5SP404020,85.64
09/20/2002,_5SP404020,87.14
09/23/2002,_5SP404020,86.21
09/24/2002,_5SP404020,85.28
09/25/2002,_5SP404020,85.01
09/26/2002,_5SP404020,85.12
09/27/2002,_5SP404020,83.81
09/30/2002,_5SP404020,83.37
10/01/2002,_5SP404020,83.66
10/02/2002,_5SP404020,81.85
10/03/2002,_5SP404020,82.28
10/04/2002,_5SP404020,80.56
10/07/2002,_5SP404020,77.43
10/08/2002,_5SP404020,76.58
10/09/2002,_5SP404020,74.19
10/10/2002,_5SP404020,77.66
10/11/2002,_5SP404020,80.15
10/14/2002,_5SP404020,78.77
10/15/2002,_5SP404020,81.55
10/16/2002,_5SP404020,80.5
10/17/2002,_5SP404020,82.05
10/18/2002,_5SP404020,81.34
10/21/2002,_5SP404020,81.53
