Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
CMBEBWHT,Brugges Wheat Price,Commodity Prices,Belgium Franc (Euro from 01/01/1999),Belgium,,,,,,,National Currency,Units,Stock,none,Quarterly From Nov 1348 To May 1801<BR>,,,Currency converted to USD using Belgium Franc per US Dollar (USDBEF)
Date,Ticker,Open,High,Low,Close,Volume,Openint
05/15/1480,CMBEBWHT,,,,72,,
11/11/1480,CMBEBWHT,,,,72,,
02/02/1481,CMBEBWHT,,,,72,,
05/15/1481,CMBEBWHT,,,,108,,
11/11/1481,CMBEBWHT,,,,144,,
02/02/1482,CMBEBWHT,,,,144,,
05/15/1482,CMBEBWHT,,,,132,,
11/11/1482,CMBEBWHT,,,,180,,
02/02/1483,CMBEBWHT,,,,144,,
05/15/1483,CMBEBWHT,,,,144,,
11/11/1483,CMBEBWHT,,,,66,,
02/02/1484,CMBEBWHT,,,,60,,
05/15/1484,CMBEBWHT,,,,52,,
11/11/1484,CMBEBWHT,,,,54,,
02/02/1485,CMBEBWHT,,,,48,,
05/15/1485,CMBEBWHT,,,,48,,
11/11/1485,CMBEBWHT,,,,72,,
02/02/1486,CMBEBWHT,,,,72,,
05/15/1486,CMBEBWHT,,,,72,,
11/11/1486,CMBEBWHT,,,,80,,
02/02/1487,CMBEBWHT,,,,96,,
05/15/1487,CMBEBWHT,,,,96,,
11/11/1487,CMBEBWHT,,,,84,,
02/02/1488,CMBEBWHT,,,,90,,
05/15/1488,CMBEBWHT,,,,96,,
11/11/1488,CMBEBWHT,,,,84,,
02/02/1489,CMBEBWHT,,,,96,,
05/15/1489,CMBEBWHT,,,,84,,
11/11/1489,CMBEBWHT,,,,108,,
02/02/1490,CMBEBWHT,,,,96,,
05/15/1490,CMBEBWHT,,,,108,,
11/11/1490,CMBEBWHT,,,,288,,
02/02/1491,CMBEBWHT,,,,72,,
05/15/1491,CMBEBWHT,,,,120,,
11/11/1491,CMBEBWHT,,,,96,,
02/02/1492,CMBEBWHT,,,,90,,
05/15/1492,CMBEBWHT,,,,122,,
11/11/1492,CMBEBWHT,,,,100,,
02/02/1493,CMBEBWHT,,,,72,,
05/15/1493,CMBEBWHT,,,,66,,
11/11/1493,CMBEBWHT,,,,54,,
02/02/1494,CMBEBWHT,,,,48,,
05/15/1494,CMBEBWHT,,,,42,,
11/11/1494,CMBEBWHT,,,,50,,
02/02/1495,CMBEBWHT,,,,38,,
05/15/1495,CMBEBWHT,,,,35,,
11/11/1495,CMBEBWHT,,,,32,,
02/02/1496,CMBEBWHT,,,,30,,
05/15/1496,CMBEBWHT,,,,40,,
11/11/1496,CMBEBWHT,,,,31,,
02/02/1497,CMBEBWHT,,,,36,,
05/15/1497,CMBEBWHT,,,,40,,
11/11/1497,CMBEBWHT,,,,43,,
02/02/1498,CMBEBWHT,,,,48,,
05/15/1498,CMBEBWHT,,,,44,,
11/11/1498,CMBEBWHT,,,,42,,
02/02/1499,CMBEBWHT,,,,48,,
05/15/1499,CMBEBWHT,,,,48,,
11/11/1499,CMBEBWHT,,,,36,,
02/02/1500,CMBEBWHT,,,,30,,
05/15/1500,CMBEBWHT,,,,27,,
11/11/1500,CMBEBWHT,,,,44,,
02/02/1501,CMBEBWHT,,,,42,,
05/15/1501,CMBEBWHT,,,,48,,
11/11/1501,CMBEBWHT,,,,68,,
02/02/1502,CMBEBWHT,,,,66,,
11/11/1502,CMBEBWHT,,,,80,,
02/02/1503,CMBEBWHT,,,,72,,
05/15/1503,CMBEBWHT,,,,76,,
11/11/1503,CMBEBWHT,,,,60,,
02/02/1504,CMBEBWHT,,,,54,,
05/15/1504,CMBEBWHT,,,,54,,
11/11/1504,CMBEBWHT,,,,54,,
02/02/1505,CMBEBWHT,,,,52,,
05/15/1505,CMBEBWHT,,,,50,,
11/11/1505,CMBEBWHT,,,,60,,
02/02/1506,CMBEBWHT,,,,66,,
05/15/1506,CMBEBWHT,,,,66,,
11/11/1506,CMBEBWHT,,,,80,,
02/02/1507,CMBEBWHT,,,,72,,
05/15/1507,CMBEBWHT,,,,66,,
11/11/1507,CMBEBWHT,,,,72,,
02/02/1508,CMBEBWHT,,,,66,,
05/15/1508,CMBEBWHT,,,,66,,
11/11/1508,CMBEBWHT,,,,56,,
02/02/1509,CMBEBWHT,,,,54,,
05/15/1509,CMBEBWHT,,,,46,,
11/11/1509,CMBEBWHT,,,,44,,
02/02/1510,CMBEBWHT,,,,42,,
05/15/1510,CMBEBWHT,,,,36,,
